0.01457,0.01356,0.01422,0.01287,0.01192,0.01143,0.01398,0.01295,0.01358
0.02425,0.03099,0.02403,0.02812,0.02552,0.02666,0.02409,0.02427,0.02517
0.03238,0.03154,0.03426,0.03434,0.02384,0.04643,0.02311,0.02278,0.00715
